NAME,H INDEX,IMPACT FACTOR 
CHI PLAY 2014 - Proceedings of the 2014 Annual Symposium on Computer-Human Interaction in Play,10,1.4682293316053858
"2016 IEEE/CIC International Conference on Communications in China, ICCC 2016",3,1.3248604453834545
Computational Linguistics in the Netherlands Journal,5,1.3658229843040062
Proceedings - Symposium on Computer Arithmetic,2,1.3043791759231786
"2016 International Conference on Indoor Positioning and Indoor Navigation, IPIN 2016",5,1.3658229843040062
ACM International Conference Proceeding Series,1,1.2838979064629026
"2016 IEEE-NPSS Real Time Conference, RT 2016",2,1.3043791759231786
"2015 4th Berkeley Symposium on Energy Efficient Electronic Systems, E3S 2015 - Proceedings",2,1.3043791759231786
GECCO 2014 - Companion Publication of the 2014 Genetic and Evolutionary Computation Conference,8,1.427266792684834
3D-PEIM 2016 - 2016 International Symposium on 3D Power Electronics Integration and Manufacturing,2,1.3043791759231786
"Computer Methods and Recent Advances in Geomechanics - Proceedings of the 14th Int. Conference of International Association for Computer Methods and Recent Advances in Geomechanics, IACMAG 2014",3,1.3248604453834545
DAA 2016 - Proceedings of the International Workshop on Social Learning and Multimodal Interaction for Designing Artificial Agents,1,1.2838979064629026
"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",31,1.8983359902711796
8th AIAA Flow Control Conference,3,1.3248604453834545
Proceedings of the International ACM SIGGROUP Conference on Supporting Group Work,37,2.0212236070328347
MHFI 2016 - 1st Workshop on Multi-Sensorial Approaches to Human-Food Interaction,2,1.3043791759231786
"Proceedings of the 1st ACM SIGMOD Workshop on Network Data Analytics, NDA 2016",1,1.2838979064629026
"28th Symposium on the Application of Geophysics to Engineering and Environmental Problems 2015, SAGEEP 2015",4,1.3453417148437303
"Proceedings of VPA 2015: 2nd Workshop on Visual Performance Analysis - Held in conjunction with SC 2015: The International Conference for High Performance Computing, Networking, Storage and Analysis",2,1.3043791759231786
"2015 20th International Conference on Methods and Models in Automation and Robotics, MMAR 2015",8,1.427266792684834
"2015 Joint IEEE International Symposium on the Applications of Ferroelectric, International Symposium on Integrated Functionalities and Piezoelectric Force Microscopy Workshop, ISAF/ISIF/PFM 2015",3,1.3248604453834545
"31st International Symposium on Automation and Robotics in Construction and Mining, ISARC 2014 - Proceedings",5,1.3658229843040062
Society of Petroleum Engineers - SPE International Oilfield Scale Conference and Exhibition,2,1.3043791759231786
"THERMINIC 2014 - 20th International Workshop on Thermal Investigations of ICs and Systems, Proceedings",6,1.386304253764282
Proceedings of the Information Visualization Conference,34,1.9597797986520074
"IEEE SSCI 2014 - 2014 IEEE Symposium Series on Computational Intelligence - CIComms 2014: 2014 IEEE Symposium on Computational Intelligence for Communication Systems and Networks, Proceedings",2,1.3043791759231786
"2016 15th Workshop on Information Optics, WIO 2016",1,1.2838979064629026
"Proceedings - 2014 International Power Electronics and Application Conference and Exposition, IEEE PEAC 2014",3,1.3248604453834545
MA3HMI 2016 - Proceedings of the Workshop on Multimodal Analyses Enabling Artificial Agents in Human-Machine Interaction,2,1.3043791759231786
SBMicro 2015 - 30th Symposium on Microelectronics Technology and Devices,2,1.3043791759231786
"Proceedings of the 2014 IEEE 21st Symposium on Communications and Vehicular Technology in the BeNeLux, IEEE SCVT 2014",1,1.2838979064629026
"2014 International Conference on Prognostics and Health Management, PHM 2014",6,1.386304253764282
"Proceedings - 2015 3rd International Workshop on RFID and Adaptive Wireless Sensor Networks, RAWSN 2015 - In conjunction with the International Conference on NETworked sYStems, NETYS 2015",3,1.3248604453834545
"Proceedings of the Conference on Principles, Systems and Applications of IP Telecommunications, IPTComm 2014",3,1.3248604453834545
"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE",9,1.4477480621451098
"TIS 2016 - Proceedings of the 2016 ACM Workshop on the Theory of Implementation Security, co-located with CCS 2016",1,1.2838979064629026
"2016 International Conference on Information Technology for Organizations Development, IT4OD 2016",1,1.2838979064629026
PHM 2014 - Proceedings of the Annual Conference of the Prognostics and Health Management Society 2014,7,1.406785523224558
"Proceedings - 2015 IEEE 17th International Conference on High Performance Computing and Communications, 2015 IEEE 7th International Symposium on Cyberspace Safety and Security and 2015 IEEE 12th International Conference on Embedded Software and Systems, HPCC-CSS-ICESS 2015",9,1.4477480621451098
"2014 IEEE Conference on Evolving and Adaptive Intelligent Systems, IEEE EAIS 2014 - Conference Proceedings",5,1.3658229843040062
APNOMS 2014 - 16th Asia-Pacific Network Operations and Management Symposium,7,1.406785523224558
Olympiads in Informatics,9,1.4477480621451098
"Proceedings of the 12th ISOPE Pacific-Asia Offshore Mechanics Symposium, PACOMS 2016",1,1.2838979064629026
"Proceedings of DISCS 2015: The 2015 International Workshop on Data-Intensive Scalable Computing Systems - Held in conjunction with SC 2015: The International Conference for High Performance Computing, Networking, Storage and Analysis",2,1.3043791759231786
"Proceedings - 2014 International Conference on Soft Computing and Machine Intelligence, ISCMI 2014",3,1.3248604453834545
"Proceedings of 2015 International Conference on Cloud Computing Technologies and Applications, CloudTech 2015",4,1.3453417148437303
"Proceedings - 7th International Congress on Environmental Modelling and Software: Bold Visions for Environmental Modeling, iEMSs 2014",6,1.386304253764282
ICETE 2016 - Proceedings of the 13th International Joint Conference on e-Business and Telecommunications,2,1.3043791759231786
"Smart Grid Conference 2014, SGC 2014",2,1.3043791759231786
"Proceedings - 2015 IEEE International Conference on Knowledge and Systems Engineering, KSE 2015",4,1.3453417148437303
"2014 International Workshop on High Mobility Wireless Communications, HMWC 2014",4,1.3453417148437303
"AGERE! 2014 - Proceedings of the 2014 ACM SIGPLAN Workshop on Programming Based on Actors, Agents, and Decentralized Control, Part of SPLASH 2014",4,1.3453417148437303
"Proceedings of 2015 International Conference on Intelligent Computing and Internet of Things, ICIT 2015",4,1.3453417148437303
"2015 Signal Processing Symposium, SPSympo 2015",4,1.3453417148437303
RFIT 2016 - 2016 IEEE International Symposium on Radio-Frequency Integration Technology,3,1.3248604453834545
"2015 European Conference on Circuit Theory and Design, ECCTD 2015",4,1.3453417148437303
"Laser Metrology and Machine Performance XI - 11th International Conference and Exhibition on Laser Metrology, Machine Tool, CMM and Robotic Performance, LAMDAMAP 2015",3,1.3248604453834545
"SKIMA 2014 - 8th International Conference on Software, Knowledge, Information Management and Applications",3,1.3248604453834545
"Proceedings - 2016 IEEE 20th International Enterprise Distributed Object Computing Conference, EDOC 2016",2,1.3043791759231786
"2016 International Conference on Military Communications and Information Systems, ICMCIS 2016",3,1.3248604453834545
"Proceedings - 2014 10th International Conference on Mobile Ad-Hoc and Sensor Networks, MSN 2014",2,1.3043791759231786
"Proceedings - 8th International Workshop on Search-Based Software Testing, SBST 2015",4,1.3453417148437303
"2015 International Conference on BioSignal Analysis, Processing and Systems, ICBAPS 2015",3,1.3248604453834545
"2016 17th International Symposium on Antenna Technology and Applied Electromagnetics, ANTEM 2016",3,1.3248604453834545
"2015 3rd International Conference on Signal Processing, Communication and Networking, ICSCN 2015",5,1.3658229843040062
"2015 DGON Inertial Sensors and Systems, ISS 2015 - Proceedings",3,1.3248604453834545
"Proceedings of the Annual International Conference on Mobile Computing and Networking, MOBICOM",7,1.406785523224558
Wireless Telecommunications Symposium,10,1.4682293316053858
"Proceedings - 2015 IEEE 21st Pacific Rim International Symposium on Dependable Computing, PRDC 2015",1,1.2838979064629026
"2016 IEEE 21st International Mixed-Signal Testing Workshop, IMSTW 2016",3,1.3248604453834545
International Congress on Ultra Modern Telecommunications and Control Systems and Workshops,12,1.5091918705259375
"Proceedings - NGMAST 2015: The 9th International Conference on Next Generation Mobile Applications, Services and Technologies",4,1.3453417148437303
ICOS 2015 - 2015 IEEE Conference on Open Systems,3,1.3248604453834545
"VMV 2016 - Vision, Modeling and Visualization",2,1.3043791759231786
"Proceedings of the ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems (LCTES)",25,1.7754483735095241
50th US Rock Mechanics / Geomechanics Symposium 2016,4,1.3453417148437303
"2014 World Congress on Internet Security, WorldCIS 2014",3,1.3248604453834545
"ASME 2016 10th International Conference on Energy Sustainability, ES 2016, collocated with the ASME 2016 Power Conference and the ASME 2016 14th International Conference on Fuel Cell Science, Engineering and Technology",4,1.3453417148437303
"2016 Joint Rail Conference, JRC 2016",2,1.3043791759231786
"International Conference on Ubiquitous and Future Networks, ICUFN",10,1.4682293316053858
"2014 IEEE International Conference on Advanced Networks and Telecommunication Systems, ANTS 2014",5,1.3658229843040062
2nd EAGE Workshop on Geomechanics and Energy: The Ground as Energy Source and Storage,1,1.2838979064629026
"Proceedings of the 2014 IEEE 21st Symposium on Communications and Vehicular Technology in the BeNeLux, IEEE SCVT 2014",3,1.3248604453834545
"2015 International Workshop on Antenna Technology, iWAT 2015",4,1.3453417148437303
"Proceedings of the 4th ACM SIGSPATIAL International Workshop on Mobile Geographic Information Systems, MobiGIS 2015",2,1.3043791759231786
"2016 International Conference on Big Data and Smart Computing, BigComp 2016",4,1.3453417148437303
"23rd European Conference on Information Systems, ECIS 2015",5,1.3658229843040062
GECCO 2015 - Companion Publication of the 2015 Genetic and Evolutionary Computation Conference,7,1.406785523224558
"Proceedings of the International Conference on Microelectronics, ICM",4,1.3453417148437303
"2015 IEEE MTT-S International Microwave Workshop Series on RF and Wireless Technologies for Biomedical and Healthcare Applications, IMWS-BIO 2015 - Proceedings",4,1.3453417148437303
"Proceedings of the 8th Workshop on Geographic Information Retrieval, GIR 2014",5,1.3658229843040062
"2015 IEEE Symposium on Visualization for Cyber Security, VizSec 2015",5,1.3658229843040062
"2016 Indian Control Conference, ICC 2016 - Proceedings",3,1.3248604453834545
"Proceedings of the 33rd Chinese Control Conference, CCC 2014",9,1.4477480621451098
"Advanced Composites in Construction, ACIC 2015 - Proceedings of the 7th Biennial Conference on Advanced Composites In Construction",1,1.2838979064629026
"87th ARFTG Microwave Measurement Conference: Measurements for Emerging Communications Technologies, ARFTG 2016",3,1.3248604453834545
"FUSION 2016 - 19th International Conference on Information Fusion, Proceedings",5,1.3658229843040062
"2014 7th IFIP Wireless and Mobile Networking Conference, WMNC 2014",6,1.386304253764282
"International Conference on Advanced Computing and Communication Technologies, ACCT",10,1.4682293316053858
"MARS 2014 - Proceedings of the 2014 Workshop for Mobile Augmented Reality and Robotic Technology-Based Systems, Co-located with MobiSys 2014",2,1.3043791759231786
"2015 IEEE 1st International Workshop on Software Analytics, SWAN 2015 - Proceedings",3,1.3248604453834545
"Proceedings - 2014 International Conference on Teaching and Learning in Computing and Engineering, LATICE 2014",5,1.3658229843040062
"2015 IEEE Conference on Wireless Sensors, ICWiSE 2015",3,1.3248604453834545
Proceedings - Symposium on Computer Architecture and High Performance Computing,17,1.611598217827317
"Proceedings of the 11th IEEE International Conference on Networking, Sensing and Control, ICNSC 2014",8,1.427266792684834
GPCE 2015 - Proceedings of the 2015 ACM SIGPLAN International Conference on Generative Programming: Concepts and Experiences,4,1.3453417148437303
"International Symposium on Wireless Personal Multimedia Communications, WPMC",22,1.7140045651286964
"2014 International Conference on Manipulation, Manufacturing and Measurement on the Nanoscale, 3M-NANO 2014 - Conference Proceedings",2,1.3043791759231786
"2016 International Conference on Intelligent Systems Engineering, ICISE 2016",3,1.3248604453834545
"ENSsys 2015 - Proceedings of the 3rd International Workshop on Energy Harvesting and Energy Neutral Sensing Systems, co-located with SenSys 2015",2,1.3043791759231786
"ERM4HCI 2014 - Proceedings of the 2nd ACM International Workshop on Emotion Representations and Modelling in Human-Computer Interaction Systems, Co-located with ICMI 2014",3,1.3248604453834545
Innovative Materials and Design for Sustainable Transportation Infrastructure - Selected Papers from the International Symposium on Systematic Approaches to Environmental Sustainability in Transportation,1,1.2838979064629026
"MobiWac 2016 - Proceedings of the 14th ACM International Symposium on Mobility Management and Wireless Access, co-located with MSWiM 2016",3,1.3248604453834545
"2014 IEEE Conference on Technologies for Sustainability, SusTech 2014",3,1.3248604453834545
"Proceedings of the 3rd IEEE International Conference on Logistics Operations Management, GOL 2016",4,1.3453417148437303
"2014 IEEE 16th International Conference on e-Health Networking, Applications and Services, Healthcom 2014",7,1.406785523224558
"2016 International Conference on Electronics, Communications and Computers, CONIELECOMP 2016",3,1.3248604453834545
Proceedings of the 2015 ACM Web Science Conference,4,1.3453417148437303
"2015 7th Computer Science and Electronic Engineering Conference, CEEC 2015 - Conference Proceedings",5,1.3658229843040062
"Proceedings - International Conference on 2014 Applications and Innovations in Mobile Computing, AIMoC 2014",7,1.406785523224558
"Proceedings of the 9th IEEE International Conference on Malicious and Unwanted Software, MALCON 2014",3,1.3248604453834545
"2014 13th International Conference on Control Automation Robotics and Vision, ICARCV 2014",2,1.3043791759231786
"2016 IEEE 2nd International Forum on Research and Technologies for Society and Industry Leveraging a Better Tomorrow, RTSI 2016",4,1.3453417148437303
"2015 IEEE Scientific Visualization Conference, SciVis 2015 - Proceedings",2,1.3043791759231786
"EESMS 2016 - 2016 IEEE Workshop on Environmental, Energy, and Structural Monitoring Systems, Proceedings",4,1.3453417148437303
"2014 1st International Conference on Information Technology, Computer, and Electrical Engineering: Green Technology and Its Applications for a Better Future, ICITACEE 2014 - Proceedings",5,1.3658229843040062
SPE Latin American and Caribbean Petroleum Engineering Conference Proceedings,1,1.2838979064629026
"Conference on Millimeter-Wave and Terahertz Technologies, MMWaTT",3,1.3248604453834545
"2014 9th International Conference on Intelligent Systems: Theories and Applications, SITA 2014",4,1.3453417148437303
"2016 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2016",4,1.3453417148437303
"GeoRich 2015 - 2nd International ACM Workshop on Managing and Mining Enriched Geo-Spatial Data, in conjunction with SIGMOD 2015",2,1.3043791759231786
DIYNetworking 2015 - Proceedings of the 2015 Workshop on Do-it-Yourself Networking: An Interdisciplinary Approach,2,1.3043791759231786
"Proceedings of the 2014 IEEE 18th International Conference on Computer Supported Cooperative Work in Design, CSCWD 2014",7,1.406785523224558
"Proceedings - 2015 3rd International Conference on Adaptive and Intelligent Agroindustry, ICAIA 2015",2,1.3043791759231786
"Proceedings - 2014 IEEE 3rd International Conference on Mobile Services, MS 2014",5,1.3658229843040062
"IEEE International Conference on Wireless for Space and Extreme Environments, WiSEE 2015",4,1.3453417148437303
"2014 23rd Wireless and Optical Communication Conference, WOCC 2014",6,1.386304253764282
"13th International Conference on Generative Programming: Concepts and Experiences, GPCE 2014 - Proceedings",4,1.3453417148437303
"Proceedings of IEEE Workshop on Advanced Robotics and its Social Impacts, ARSO",11,1.4887106010656617
"2014 International Conference on Computer and Information Sciences, ICCOINS 2014 - A Conference of World Engineering, Science and Technology Congress, ESTCON 2014 - Proceedings",6,1.386304253764282
"Proceedings of Co-HPC 2015: 2nd International Workshop on Hardware-Software Co-Design for High Performance Computing - Held in conjunction with SC 2015: The International Conference for High Performance Computing, Networking, Storage and Analysis",2,1.3043791759231786
"Joint International Conference - ACEMP 2015: Aegean Conference on Electrical Machines and Power Electronics, OPTIM 2015: Optimization of Electrical and Electronic Equipment and ELECTROMOTION 2015: International Symposium on Advanced Electromechanical Motion Systems",4,1.3453417148437303
"IST 2016 - 2016 IEEE International Conference on Imaging Systems and Techniques, Proceedings",3,1.3248604453834545
"2016 International Workshop on Antenna Technology, iWAT 2016",3,1.3248604453834545
"Proceedings - 11th IEEE International Conference on Global Software Engineering, ICGSE 2016",4,1.3453417148437303
"2014 IEEE-APS Topical Conference on Antennas and Propagation in Wireless Communications, APWC 2014",4,1.3453417148437303
16th AIAA/ISSMO Multidisciplinary Analysis and Optimization Conference,4,1.3453417148437303
"2015 IEEE International Conference on Mechatronics and Automation, ICMA 2015",6,1.386304253764282
"IST 2014 - 2014 IEEE International Conference on Imaging Systems and Techniques, Proceedings",6,1.386304253764282
"3rd International ACM SIGMOD Workshop on Managing and Mining Enriched Geo-Spatial Data, GeoRich 2016 - In conjunction with SIGMOD 2016",2,1.3043791759231786
"Proceedings - 2016 IEEE International Conference on Big Data, Big Data 2016",5,1.3658229843040062
"2014 International Conference on Collaboration Technologies and Systems, CTS 2014",7,1.406785523224558
Proceedings - EUROCON 2015,4,1.3453417148437303
"SAS 2016 - Sensors Applications Symposium, Proceedings",4,1.3453417148437303
"Colloquium in Information Science and Technology, CIST",4,1.3453417148437303
"Proceedings - 2014 International Conference on Network-Based Information Systems, NBiS 2014",7,1.406785523224558
"Proceedings - 2015 IEEE RIVF International Conference on Computing and Communication Technologies: Research, Innovation, and Vision for Future, IEEE RIVF 2015",4,1.3453417148437303
"Proceedings - 12th International Conference on Intelligent Environments, IE 2016",2,1.3043791759231786
"2014 International Symposium on Intelligent Signal Processing and Communication Systems, ISPACS 2014",5,1.3658229843040062
"Advances in Mechanics: Theoretical, Computational and Interdisciplinary Issues - 3rd Polish Congress of Mechanics, PCM 2015 and 21st International Conference on Computer Methods in Mechanics, CMM 2015",4,1.3453417148437303
"Proceedings - 2014 IEEE 22nd International Symposium on Field-Programmable Custom Computing Machines, FCCM 2014",8,1.427266792684834
"Proceedings of SEHPCCSE 2015: 3rd International Workshop on Software Engineering for High Performance Computing in Computational Science and Engineering - Held in conjunction with SC 2015: The International Conference for High Performance Computing, Networking, Storage and Analysis",2,1.3043791759231786
"Proceedings - 2014 International Conference on Intelligent Environments, IE 2014",6,1.386304253764282
"Proceedings of the 2014 IEEE 15th International Conference on Information Reuse and Integration, IEEE IRI 2014",3,1.3248604453834545
"2015 International Conference on Military Communications and Information Systems, ICMCIS 2015",4,1.3453417148437303
Proceedings - IEEE Military Communications Conference MILCOM,4,1.3453417148437303
ACHI 2014 - 7th International Conference on Advances in Computer-Human Interactions,6,1.386304253764282
"Proceedings of the 2014 International Conference on Field-Programmable Technology, FPT 2014",5,1.3658229843040062
"2015 IEEE Avionics and Vehicle Fiber-Optics and Photonics Conference, AVFOP 2015",2,1.3043791759231786
"International Conference on Intelligent Systems Design and Applications, ISDA",14,1.5501544094464892
"Proceedings - 2014 IEEE International Conference on Software Science, Technology and Engineering, SWSTE 2014",3,1.3248604453834545
SBCCI 2014: Proceedings of the 27th Symposium on Integrated Circuits and Systems Design,4,1.3453417148437303
"IEEE Symposium on Wireless Technology and Applications, ISWTA",8,1.427266792684834
21st AIAA/CEAS Aeroacoustics Conference,7,1.406785523224558
"Science, Technology and Cultural Heritage - Proceedings of the 2nd International Congress on Science and Technology for the Conservation of Cultural Heritage, 2014",3,1.3248604453834545
"The Dynamics of Vehicles on Roads and Tracks - Proceedings of the 24th Symposium of the International Association for Vehicle System Dynamics, IAVSD 2015",3,1.3248604453834545
PABS 2015 - Proceedings of the 1st ACM/SPEC International Workshop on Performance Analysis of Big Data Systems,1,1.2838979064629026
"7th International Symposium on Resilient Control Systems, ISRCS 2014",5,1.3658229843040062
"2014 Ubiquitous Positioning Indoor Navigation and Location Based Service, UPINLBS 2014 - Conference Proceedings",6,1.386304253764282
IEEE International Symposium on Industrial Electronics,4,1.3453417148437303
"Proceedings of 2015 IEEE International Conference on Teaching, Assessment and Learning for Engineering, TALE 2015",5,1.3658229843040062
"2016 International Workshop on Cyber-physical Systems for Smart Water Networks, CySWater 2016",2,1.3043791759231786
"Proceeding - 2015 International Conference on Computer, Control, Informatics and Its Applications: Emerging Trends in the Era of Internet of Things, IC3INA 2015",4,1.3453417148437303
"Proceedings - 16th IEEE International Conference on High Performance Computing and Communications, HPCC 2014, 11th IEEE International Conference on Embedded Software and Systems, ICESS 2014 and 6th International Symposium on Cyberspace Safety and Security, CSS 2014",5,1.3658229843040062
"Proceedings - 2016 IEEE 2nd International Conference on Multimedia Big Data, BigMM 2016",4,1.3453417148437303
"Proceedings - Conference on Local Computer Networks, LCN",3,1.3248604453834545
"International Conference on Systems, Signals, and Image Processing",8,1.427266792684834
"2016 IEEE CPMT Symposium Japan, ICSJ 2016",2,1.3043791759231786
"Proceedings of the International Colloquium on Stability and Ductility of Steel Structures, SDSS 2016",3,1.3248604453834545
"WTMC 2016 - Proceedings of the 2016 ACM International Workshop on Traffic Measurements for Cybersecurity, Co-located with Asia CCS 2016",1,1.2838979064629026
"2015 International Symposium on Networks, Computers and Communications, ISNCC 2015",4,1.3453417148437303
"Proceedings - 4th SEMAT Workshop on General Theory of Software Engineering, GTSE 2015",3,1.3248604453834545
"Proceedings - 5th International Workshop on Realizing Artificial Intelligence Synergies in Software Engineering, RAISE 2016",2,1.3043791759231786
"2014 World Congress on Sustainable Technologies, WCST 2014",2,1.3043791759231786
"Proceedings of the European Conference on e-Government, ECEG",9,1.4477480621451098
"2014 8th IAPR Workshop on Pattern Recognition in Remote Sensing, PRRS 2014",3,1.3248604453834545
"Proceedings for the Joint Conference of ISR 2014 - 45th International Symposium on Robotics and Robotik 2014 - 8th German Conference on Robotics, ISR/ROBOTIK 2014",7,1.406785523224558
"2014 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference, APSIPA 2014",6,1.386304253764282
"Proceedings - 2014 3rd International Conference on User Science and Engineering: Experience. Engineer. Engage, i-USEr 2014",4,1.3453417148437303
"Proceedings of the 2015 IEEE 8th International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS 2015",6,1.386304253764282
"Proceedings of the 2016 6th IEEE-APS Topical Conference on Antennas and Propagation in Wireless Communications, IEEE APWC 2016",3,1.3248604453834545
"International Conference on Wireless and Mobile Computing, Networking and Communications",16,1.591116948367041
"2014 IEEE 19th International Functional Electrical Stimulation Society Annual Conference, IFESS 2014 - Conference Proceedings",3,1.3248604453834545
"2014 IEEE/SICE International Symposium on System Integration, SII 2014",3,1.3248604453834545
"2015 Opto-Electronics and Communications Conference, OECC 2015",5,1.3658229843040062
"ACM SIGGRAPH 2014 Talks, SIGGRAPH 2014",4,1.3453417148437303
"Conference on Design and Architectures for Signal and Image Processing, DASIP",9,1.4477480621451098
"European Microwave Week 2014: Connecting the Future, EuMW 2014 - Conference Proceedings; EuRAD 2014: 11th European Radar Conference",6,1.386304253764282
CCIS 2014 - Proceedings of 2014 IEEE 3rd International Conference on Cloud Computing and Intelligence Systems,1,1.2838979064629026
"2014 International Conference on Advances in Green Energy, ICAGE 2014",2,1.3043791759231786
CM 2015 - 10th International Conference on Contact Mechanics of Wheel / Rail Systems,3,1.3248604453834545
"Proceedings of the 17th Annual Conference of the European Association for Machine Translation, EAMT 2014",3,1.3248604453834545
"2016 IEEE International Multi-Disciplinary Conference on Cognitive Methods in Situation Awareness and Decision Support, CogSIMA 2016",4,1.3453417148437303
"Proceedings - 2014 Joint Conference of the International Workshop on Software Measurement, IWSM 2014 and the International Conference on Software Process and Product Measurement, Mensura 2014",5,1.3658229843040062
"2014 IEEE 1st International Workshop on Artificial Intelligence for Requirements Engineering, AIRE 2014 - Proceedings",2,1.3043791759231786
"57th AIAA/ASCE/AHS/ASC Structures, Structural Dynamics, and Materials Conference",4,1.3453417148437303
"2016 1st International Workshop on Science of Smart City Operations and Platforms Engineering (SCOPE) in Partnership with Global City Teams Challenge (GCTC), SCOPE - GCTC 2016",3,1.3248604453834545
"ISAP 2014 - 2014 International Symposium on Antennas and Propagation, Conference Proceedings",5,1.3658229843040062
"2016 IEEE 18th International Conference on e-Health Networking, Applications and Services, Healthcom 2016",3,1.3248604453834545
"2014 IEEE 33rd International Performance Computing and Communications Conference, IPCCC 2014",5,1.3658229843040062
"PLAS 2016 - Proceedings of the 2016 ACM Workshop on Programming Languages and Analysis for Security, co-located with CCS 2016",1,1.2838979064629026
"Proceedings - 2014 7th International Congress on Image and Signal Processing, CISP 2014",6,1.386304253764282
"Submarine Mass Movements and Their Consequences, 7th International Symposium",4,1.3453417148437303
"International Conference on Information and Knowledge Management, Proceedings",2,1.3043791759231786
"2014 International Conference on Web and Open Access to Learning, ICWOAL 2014",4,1.3453417148437303
Canadian Conference on Electrical and Computer Engineering,39,2.062186145953387
"2014 7th International Conference on Mobile Computing and Ubiquitous Networking, ICMU 2014",6,1.386304253764282
"Proceedings - 2015 IEEE 12th International Symposium on Autonomous Decentralized Systems, ISADS 2015",5,1.3658229843040062
"Proceedings - 1st International Workshop on Variability and Complexity in Software Design, VACE 2016",2,1.3043791759231786
"2014 International Conference on Telecommunications and Multimedia, TEMU 2014",5,1.3658229843040062
"IISA 2015 - 6th International Conference on Information, Intelligence, Systems and Applications",4,1.3453417148437303
"2015 International Workshop on Computational Intelligence for Multimedia Understanding, IWCIM 2015",4,1.3453417148437303
Proceedings - PERVASIVEHEALTH 2014: 8th International Conference on Pervasive Computing Technologies for Healthcare,7,1.406785523224558
"2015 8th International Conference on Mobile Computing and Ubiquitous Networking, ICMU 2015",6,1.386304253764282
"1st ACM International Workshop on Cyber-Physical Systems for Smart Water Networks, CySWater 2015",3,1.3248604453834545
"Proceedings - IEEE 30th International Conference on Advanced Information Networking and Applications Workshops, WAINA 2016",4,1.3453417148437303
"2014 IEEE Conference on Technologies for Sustainability, SusTech 2014",5,1.3658229843040062
"24th European Conference on Information Systems, ECIS 2016",4,1.3453417148437303
IoTBD 2016 - Proceedings of the International Conference on Internet of Things and Big Data,3,1.3248604453834545
"Proceedings - 9th International Workshop on Cooperative and Human Aspects of Software Engineering, CHASE 2016",3,1.3248604453834545
"Proceedings of the 2014 International Conference on Issues and Challenges in Intelligent Computing Techniques, ICICT 2014",8,1.427266792684834
"RealWSN 2015 - Proceedings of the 6th ACM Workshop on Real World Wireless Sensor Networks, co-located with SenSys 2015",3,1.3248604453834545
"17th Asia-Pacific Network Operations and Management Symposium: Managing a Very Connected World, APNOMS 2015",5,1.3658229843040062
"Proceedings - 2016 9th International Conference on Human System Interactions, HSI 2016",4,1.3453417148437303
"2015 Frontiers of Computer Vision, FCV 2015",4,1.3453417148437303
"2015 IEEE Conference on Prognostics and Health Management: Enhancing Safety, Efficiency, Availability, and Effectiveness of Systems Through PHAf Technology and Application, PHM 2015",4,1.3453417148437303
"Proceedings of the 2015 IEEE 19th International Conference on Computer Supported Cooperative Work in Design, CSCWD 2015",6,1.386304253764282
"2015 10th System of Systems Engineering Conference, SoSE 2015",6,1.386304253764282
"Proceedings of the 1st Workshop on Algorithms and Computation 2007, WALCOM 2007",2,1.3043791759231786
"Proceedings - 19th Euromicro Conference on Digital System Design, DSD 2016",4,1.3453417148437303
CS MANTECH 2016 - International Conference on Compound Semiconductor Manufacturing Technology,3,1.3248604453834545
"Proceedings - International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation, SAMOS 2014",6,1.386304253764282
ICTIR 2016 - Proceedings of the 2016 ACM International Conference on the Theory of Information Retrieval,5,1.3658229843040062
"Proceedings - 2014 IEEE International Conference on Ubiquitous Intelligence and Computing, 2014 IEEE International Conference on Autonomic and Trusted Computing, 2014 IEEE International Conference on Scalable Computing and Communications and Associated Symposia/Workshops, UIC-ATC-ScalCom 2014",4,1.3453417148437303
"2014 IEEE Electrical Design of Advanced Packaging and Systems Symposium, EDAPS 2014",2,1.3043791759231786
"Proceedings of the 11th EAI International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness, QSHINE 2015",4,1.3453417148437303
ICDC 2015 - Proceedings of the 3rd International Conference on Design Creativity,2,1.3043791759231786
PAMCO 2016 - Proceedings of the 2nd MobiHoc International Workshop on Privacy-Aware Mobile Computing,2,1.3043791759231786
"2015 Research on Equity and Sustained Participation in Engineering, Computing, and Technology, RESPECT 2015",2,1.3043791759231786
Proceedings of the ASME Turbo Expo,2,1.3043791759231786
"2014 IEEE 5th International Workshop on Requirements Prioritization and Communication, RePriCo 2014 - Proceedings",2,1.3043791759231786
"Proceedings - 11th International Workshop on Semantic and Social Media Adaptation and Personalization, SMAP 2016",2,1.3043791759231786
"2015 International Conference on Advances in Biomedical Engineering, ICABME 2015",3,1.3248604453834545
"4th Annual IEEE International Conference on Cyber Technology in Automation, Control and Intelligent Systems, IEEE-CYBER 2014",6,1.386304253764282
