NAME,H INDEX,IMPACT FACTOR 
"2015 4th International Conference on Informatics, Electronics and Vision, ICIEV 2015",4,1.3453417148437303
"Proceedings of the International Conference Days on Diffraction 2015, DD 2015",2,1.3043791759231786
"Proceedings - 2014 International Symposium on Computer, Consumer and Control, IS3C 2014",6,1.386304253764282
"Proceedings of the 6th International Conference on Information Communication and Management, ICICM 2016",2,1.3043791759231786
"10th Annual International Systems Conference, SysCon 2016 - Proceedings",4,1.3453417148437303
"Proceedings of EduHPC 2014: Workshop on Education for High-Performance Computing - Held in Conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",2,1.3043791759231786
"Proceedings of the 5th ACM SIGSPATIAL International Workshop on Analytics for Big Geospatial Data, BigSpatial 2016",1,1.2838979064629026
"2014 IEEE Healthcare Innovation Conference, HIC 2014",3,1.3248604453834545
"Proceedings - 2014 International Conference on Computer Assisted System in Health, CASH 2014",3,1.3248604453834545
"Proceedings - 6th International Conference on Computational Intelligence, Communication Systems and Networks, CICSyN 2014",3,1.3248604453834545
"Proceedings - 2015 International Conference on Science in Information Technology: Big Data Spectrum for Future Information Economy, ICSITech 2015",3,1.3248604453834545
ISEC 2016 - Proceedings of the 6th IEEE Integrated STEM Education Conference,2,1.3043791759231786
"2015 World Congress on Industrial Control Systems Security, WCICSS 2015",2,1.3043791759231786
"Proceedings - 2015 International Symposium on Theoretical Aspects of Software Engineering, TASE 2015",3,1.3248604453834545
"International Conference on Information and Digital Technologies, IDT 2015",4,1.3453417148437303
"Proceedings - 2015 Advances in Wireless and Optical Communications, RTUWO 2015",3,1.3248604453834545
"Proceedings of the 2014 International Conference on Information Systems and Computer Networks, ISCON 2014",3,1.3248604453834545
"2015 6th International Conference on Information and Communication Technology for Embedded Systems, IC-ICTES 2015",3,1.3248604453834545
"Proceedings of the 6th International Conference on Bioinformatics and Computational Biology, BICOB 2014",3,1.3248604453834545
"19th International Symposium on VLSI Design and Test, VDAT 2015 - Proceedings",3,1.3248604453834545
"Proceedings of the 2015 IEEE International Symposium on Mixed and Augmented Reality Workshops, ISMARW 2015",3,1.3248604453834545
"CSAR 2015 - Proceedings of the 1st ACM Workshop on Context Sensing and Activity Recognition, co-located with SenSys 2015",2,1.3043791759231786
ACM International Conference Proceeding Series,3,1.3248604453834545
"Proceedings - 2015 European Intelligence and Security Informatics Conference, EISIC 2015",3,1.3248604453834545
"Proceedings - 2014 International Conference on Digital Home, ICDH 2014",3,1.3248604453834545
WCTE 2016 - World Conference on Timber Engineering,2,1.3043791759231786
"Life-Cycle of Structural Systems: Design, Assessment, Maintenance and Management - Proceedings of the 4th International Symposium on Life-Cycle Civil Engineering, IALCCE 2014",5,1.3658229843040062
"Proceedings - 15th International Conference on Computational Science and Its Applications, ICCSA 2015",2,1.3043791759231786
"Proceedings - 2014 7th International Congress on Image and Signal Processing, CISP 2014",3,1.3248604453834545
"Proceedings of the 12th IASTED International Conference on Biomedical Engineering, BioMed 2016",2,1.3043791759231786
"Proceedings - 2016 IEEE 14th International Conference on Dependable, Autonomic and Secure Computing, DASC 2016, 2016 IEEE 14th International Conference on Pervasive Intelligence and Computing, PICom 2016, 2016 IEEE 2nd International Conference on Big Data Intelligence and Computing, DataCom 2016 and 2016 IEEE Cyber Science and Technology Congress, CyberSciTech 2016, DASC-PICom-DataCom-CyberSciTech 2016",3,1.3248604453834545
"2015 9th International Congress on Advanced Electromagnetic Materials in Microwaves and Optics, METAMATERIALS 2015",3,1.3248604453834545
"2015 Conference on Design of Circuits and Integrated Systems, DCIS 2015",2,1.3043791759231786
"Proceedings of 2015 International Conference on Asian Language Processing, IALP 2015",3,1.3248604453834545
"Proceedings - 2014 6th International Conference on Intelligent Human-Machine Systems and Cybernetics, IHMSC 2014",4,1.3453417148437303
"Proceedings of the 3rd ACM SIGSPATIAL International Workshop on Analytics for Big Geospatial Data, BigSpatial 2014",4,1.3453417148437303
"Proceedings of the 13th Workshop on Adaptive and Reflective Middleware, ARM 2014, co-located with ACM/IFIP/USENIX International Middleware Conference",2,1.3043791759231786
"2015 2nd International Conference on Pattern Recognition and Image Analysis, IPRIA 2015",3,1.3248604453834545
"2014 11th International Conference on Electrical Engineering, Computing Science and Automatic Control, CCE 2014",3,1.3248604453834545
"2015 12th International Conference and Expo on Emerging Technologies for a Smarter World, CEWIT 2015",2,1.3043791759231786
"5th International Conference on Energy Aware Computing Systems and Applications, ICEAC 2015",2,1.3043791759231786
"CSI Symposium on Real-Time and Embedded Systems and Technologies, RTEST 2015",2,1.3043791759231786
"Proceedings of ScalA 2014: 5th Workshop on Latest Advances in Scalable Algorithms for Large-Scale Systems - held in conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",1,1.2838979064629026
"2015 World Congress on Information Technology and Computer Applications, WCITCA 2015",3,1.3248604453834545
ISPCE 2016 - Proceedings: IEEE Symposium on Product Compliance Engineering,1,1.2838979064629026
"Proceedings - 2015 4th Mediterranean Conference on Embedded Computing, MECO 2015 - Including ECyPS 2015, BioEMIS 2015, BioICT 2015, MECO-Student Challenge 2015",4,1.3453417148437303
AMCIS 2016: Surfing the IT Innovation Wave - 22nd Americas Conference on Information Systems,3,1.3248604453834545
Proceedings of IDC 2016 - The 15th International Conference on Interaction Design and Children,4,1.3453417148437303
"2014 World Congress on Computer Applications and Information Systems, WCCAIS 2014",5,1.3658229843040062
"Proceedings - 2015 IEEE 18th International Symposium on Real-Time Distributed Computing Workshops, ISORCW 2015",3,1.3248604453834545
"Proceedings - 2014 7th International Joint Conference on Computational Sciences and Optimization, CSO 2014",2,1.3043791759231786
"AIAA Balloon Systems Conference 2015, MBAL 2015 - Held at the AIAA Aviation Forum 2015",2,1.3043791759231786
CCIS 2014 - Proceedings of 2014 IEEE 3rd International Conference on Cloud Computing and Intelligence Systems,3,1.3248604453834545
"2014 11th Annual High Capacity Optical Networks and Emerging/Enabling Technologies (Photonics for Energy), HONET-PfE 2014",4,1.3453417148437303
"National Software Engineering Conference, NSEC 2014",3,1.3248604453834545
"2016 13th International Conference on Synthesis, Modeling, Analysis and Simulation Methods and Applications to Circuit Design, SMACD 2016",2,1.3043791759231786
"Proceedings of the 6th ACM SIGSPATIAL International Workshop on GeoStreaming, IWGS 2015",1,1.2838979064629026
"Proceedings - 2014 International Conference on Data Science and Engineering, ICDSE 2014",4,1.3453417148437303
"Proceedings - Asian Conference on Membrane Computing, ACMC 2014",2,1.3043791759231786
NBiS 2016 - 19th International Conference on Network-Based Information Systems,2,1.3043791759231786
"Proceedings of the 22nd International Conference Mixed Design of Integrated Circuits and Systems, MIXDES 2015",5,1.3658229843040062
Proceedings for FTfJP 2014: The 16th Workshop on Formal Techniques for Java-Like Programs - Co-located with ECOOP 2014,2,1.3043791759231786
"Proceedings - 16th IEEE International Conference on High Performance Computing and Communications, HPCC 2014, 11th IEEE International Conference on Embedded Software and Systems, ICESS 2014 and 6th International Symposium on Cyberspace Safety and Security, CSS 2014",4,1.3453417148437303
"Proceedings of the 28th Chinese Control and Decision Conference, CCDC 2016",3,1.3248604453834545
Proceedings of ATACCS 2015 - 5th International Conference on Application and Theory of Automation in Command and Control Systems,1,1.2838979064629026
"Concrete Solutions - Proceedings of Concrete Solutions, 6th International Conference on Concrete Repair, 2016",1,1.2838979064629026
"6th Annual IEEE International Conference on Cyber Technology in Automation, Control and Intelligent Systems, IEEE-CYBER 2016",3,1.3248604453834545
"International Symposium on Memory Management, ISMM",25,1.7754483735095241
"Proceedings of ScalA 2014: 5th Workshop on Latest Advances in Scalable Algorithms for Large-Scale Systems - held in conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",2,1.3043791759231786
"2014 International Symposium on System-on-Chip, SoC 2014",3,1.3248604453834545
"2016 55th Annual Conference of the Society of Instrument and Control Engineers of Japan, SICE 2016",3,1.3248604453834545
"2014 15th International Workshop on Research and Education in Mechatronics, REM 2014",4,1.3453417148437303
"12th International Conference on Advances in Mobile Computing and Multimedia, MoMM 2014",4,1.3453417148437303
"IISA 2016 - 7th International Conference on Information, Intelligence, Systems and Applications",3,1.3248604453834545
"2014 IEEE International Conference on Computational Intelligence and Computing Research, IEEE ICCIC 2014",6,1.386304253764282
"Proceedings - 2014 International Symposium on Biometrics and Security Technologies, ISBAST 2014",5,1.3658229843040062
"2014 9th International Microsystems, Packaging, Assembly and Circuits Technology Conference: Challenges of Change - Shaping the Future, IMPACT 2014 - Proceedings",4,1.3453417148437303
MobileHCI 2015 - Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct,6,1.386304253764282
"Proceedings of 2014 International Conference on Electrical Engineering and Computer Science, ICEECS 2014",4,1.3453417148437303
"Proceedings - 2014 IEEE International Conference on Computer and Information Technology, CIT 2014",4,1.3453417148437303
TAAI 2015 - 2015 Conference on Technologies and Applications of Artificial Intelligence,3,1.3248604453834545
"2016 5th International Conference on Informatics, Electronics and Vision, ICIEV 2016",4,1.3453417148437303
KEOD 2014 - Proceedings of the International Conference on Knowledge Engineering and Ontology Development,2,1.3043791759231786
"Proceedings - 2015 IEEE International Conference on Cloud Computing in Emerging Markets, CCEM 2015",3,1.3248604453834545
"2014 IEEE Biennial Congress of Argentina, ARGENCON 2014",3,1.3248604453834545
"eLmL - International Conference on Mobile, Hybrid, and On-line Learning",5,1.3658229843040062
"2016 IEEE Green Energy and Systems Conference, IGSEC 2016",2,1.3043791759231786
"AIRBORNE 2014 - Proceedings of the 2014 ACM Workshop on Airborne Networks and Communications, Co-located with MobiHoc 2014",2,1.3043791759231786
31st AIAA Aerodynamic Measurement Technology and Ground Testing Conference,3,1.3248604453834545
"International Conference on Signal Processing Proceedings, ICSP",4,1.3453417148437303
"Proceedings of the 1st Workshop on the Principles and Practice of Eventual Consistency, PaPEC 2014",2,1.3043791759231786
"Proceedings of 2014 4th IEEE International Conference on Network Infrastructure and Digital Content, IEEE IC-NIDC 2014",4,1.3453417148437303
"2015 3rd International Conference on Information and Communication Technology, ICoICT 2015",4,1.3453417148437303
"Proceedings - 2015 3rd International Conference on Robot, Vision and Signal Processing, RVSP 2015",2,1.3043791759231786
"Proceedings - 2015 8th International Conference on BioMedical Engineering and Informatics, BMEI 2015",3,1.3248604453834545
HAI 2015 - Proceedings of the 3rd International Conference on Human-Agent Interaction,3,1.3248604453834545
ICDRET 2016 - 4th International Conference on the Developments in Renewable Energy Technology,4,1.3453417148437303
AIS SIGED: IAIM International Conference,1,1.2838979064629026
"Proceedings of 2016 IEEE International Conference on Big Data Analysis, ICBDA 2016",2,1.3043791759231786
Society of Petroleum Engineers - IADC/SPE Asia Pacific Drilling Technology Conference,2,1.3043791759231786
"21st Symposium on Physics of Switching Arc 2015, FSO 2015",2,1.3043791759231786
"Proceedings - International Symposium on Wearable Computers, ISWC",43,2.14411122379449
"2014 9th International Conference on Digital Information Management, ICDIM 2014",4,1.3453417148437303
WODA 2015 - Proceedings of the 13th International Workshop on Dynamic Analysis,2,1.3043791759231786
"2016 Sensor Signal Processing for Defence, SSPD 2016",2,1.3043791759231786
"Proceedings - 7th International Conference on u- and e-Service, Science and Technology, UNESST 2014",1,1.2838979064629026
"Proceedings - 14th International Conference on Computational Science and Its Applications, ICCSA 2014",3,1.3248604453834545
"Brazilian Symposium on Computing System Engineering, SBESC",4,1.3453417148437303
"Proceedings of NDM 2014: 4th International Workshop on Network-Aware Data Management - Held in Conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",2,1.3043791759231786
"Proceedings - 2014 IEEE 12th International Conference on Solid-State and Integrated Circuit Technology, ICSICT 2014",4,1.3453417148437303
"2010 IEEE International Technology Management Conference, ICE 2010",2,1.3043791759231786
"Proceedings - 2015 18th International Conference on Network-Based Information Systems, NBiS 2015",5,1.3658229843040062
PerDis 2015 - Proceedings: 4th ACM International Symposium on Pervasive Displays,5,1.3658229843040062
"2016 IEEE Students' Conference on Electrical, Electronics and Computer Science, SCEECS 2016",3,1.3248604453834545
3DMS 2014 - Proceedings of the 2nd International Congress on 3D Materials Science,2,1.3043791759231786
"2015 IEEE 2nd International Conference on InformationScience and Security, ICISS 2015",3,1.3248604453834545
"2014 SOI-3D-Subthreshold Microelectronics Technology Unified Conference, S3S 2014",3,1.3248604453834545
"23rd International Conference in Central Europe on Computer Graphics, Visualization and Computer Vision, WSCG 2015 - Posters Proceedings",2,1.3043791759231786
MapInteract 2014 - Proceedings of the 2nd ACM SIGSPATIAL International Workshop on MapInteraction,2,1.3043791759231786
"2015 IEEE Online Conference on Green Communications, OnlineGreenComm 2015",2,1.3043791759231786
RAST 2015 - Proceedings of 7th International Conference on Recent Advances in Space Technologies,4,1.3453417148437303
"SISY 2014 - IEEE 12th International Symposium on Intelligent Systems and Informatics, Proceedings",4,1.3453417148437303
"NEUROTECHNIX 2014 - Proceedings of the 2nd International Congress on Neurotechnology, Electronics and Informatics",4,1.3453417148437303
"2015 International Conference on Computing, Communication and Security, ICCCS 2015",2,1.3043791759231786
"2015 Latin-America Congress on Computational Intelligence, LA-CCI 2015",2,1.3043791759231786
ESTIMedia 2015 - 13th IEEE Symposium on Embedded Systems for Real-Time Multimedia,3,1.3248604453834545
"2015 23rd Telecommunications Forum, TELFOR 2015",5,1.3658229843040062
"2016 International Symposium on Power Line Communications and its Applications, ISPLC 2016",3,1.3248604453834545
"Proceedings - 2016 IEEE International Conference on Software Testing, Verification and Validation Workshops, ICSTW 2016",3,1.3248604453834545
"Proceedings of the 13th International Symposium on Operational Research, SOR 2015",2,1.3043791759231786
Proceedings - ICACSIS 2014: 2014 International Conference on Advanced Computer Science and Information Systems,3,1.3248604453834545
2014 AIS SIGED: IAIM Conference,1,1.2838979064629026
"Proceedings - 8th International Conference on Software Security and Reliability - Companion, SERE-C 2014",4,1.3453417148437303
"28th International Electric Vehicle Symposium and Exhibition 2015, EVS 2015",4,1.3453417148437303
"Proceedings - 2014 International Conference on Identification, Information and Knowledge in the Internet of Things, IIKI 2014",3,1.3248604453834545
5th IMEKO TC19 Symposium on Environmental Instrumentation and Measurements 2014,2,1.3043791759231786
"Proceedings of the 2014 International Conference on Field-Programmable Technology, FPT 2014",3,1.3248604453834545
MINDTREK 2014 - Proceedings of the 18th International Academic MindTrek Conference:,4,1.3453417148437303
"2015 National Conference on Parallel Computing Technologies, PARCOMPTECH 2015",3,1.3248604453834545
Proceedings of the SPE/IADC Middle East Drilling Technology Conference and Exhibition,3,1.3248604453834545
"PICMET 2014 - Portland International Center for Management of Engineering and Technology, Proceedings: Infrastructure and Service Integration",4,1.3453417148437303
"22nd International Conference in Central Europe on Computer Graphics, Visualization and Computer Vision, WSCG 2014, Communication Papers Proceedings - in co-operation with EUROGRAPHICS Association",3,1.3248604453834545
"12th International ISC Conference on Information Security and Cryptology, ISCISC 2015",2,1.3043791759231786
"2015 IEEE 2nd Colombian Conference on Automatic Control, CCAC 2015 - Conference Proceedings",3,1.3248604453834545
ACM International Conference Proceeding Series,4,1.3453417148437303
"5th International Conference on Intelligent Control and Information Processing, ICICIP 2014 - Proceedings",4,1.3453417148437303
"2015 IEEE International Conference on Building Energy Efficiency and Sustainable Technologies, ICBEST 2015",2,1.3043791759231786
"Proceedings of the 2016 17th International Carpathian Control Conference, ICCC 2016",3,1.3248604453834545
Society of Petroleum Engineers - SPE Oil and Gas India Conference and Exhibition,3,1.3248604453834545
"2015 International Conference on Nascent Technologies in the Engineering Field, ICNTE 2015 - Proceedings",4,1.3453417148437303
"Proceedings - 3rd IEEE/ACM International Conference on Big Data Computing, Applications and Technologies, BDCAT 2016",2,1.3043791759231786
"WMSCI 2015 - 19th World Multi-Conference on Systemics, Cybernetics and Informatics, Proceedings",4,1.3453417148437303
"2016 International Conference on Cyber Situational Awareness, Data Analytics and Assessment, CyberSA 2016",3,1.3248604453834545
"Proceedings - Wireless Health 2014, WH 2014",3,1.3248604453834545
"2014 International Conference on IT Convergence and Security, ICITCS 2014",2,1.3043791759231786
"2015 2nd World Symposium on Web Applications and Networking, WSWAN 2015",4,1.3453417148437303
"2016 11th European Workshop on Microelectronics Education, EWME 2016",2,1.3043791759231786
"2014 IEEE Canada International Humanitarian Technology Conference, IHTC 2014",2,1.3043791759231786
SENSORCOMM 2014 - 8th International Conference on Sensor Technologies and Applications,3,1.3248604453834545
"2015 9th International Conference on IT in Asia: Transforming Big Data into Knowledge, CITA 2015 - Proceedings",2,1.3043791759231786
"2016 11th International Symposium on Reconfigurable Communication-Centric Systems-on-Chip, ReCoSoC 2016",2,1.3043791759231786
"Proceedings - 2014 7th International Conference on Human System Interactions, HSI 2014",8,1.427266792684834
"16th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering, STA 2015",3,1.3248604453834545
"International Symposium on Technology and Society, Proceedings",1,1.2838979064629026
SIGDOC 2014 - Proceedings of the 32nd Annual International Conference on the Design of Communication,3,1.3248604453834545
"2016 IEEE 11th Annual International Conference on Nano/Micro Engineered and Molecular Systems, NEMS 2016",2,1.3043791759231786
"2014 14th International Conference on Hybrid Intelligent Systems, HIS 2014",2,1.3043791759231786
"Proceedings - 2015 International Conference on Platform Technology and Service, PlatCon 2015",2,1.3043791759231786
"PHOTOPTICS 2015 - 3rd International Conference on Photonics, Optics and Laser Technology, Proceedings",2,1.3043791759231786
"Proceedings of the 2014 International Workshop on Programming Models and Applications for Multicores and Manycores, PMAM 2014",3,1.3248604453834545
"2016 2nd International Conference on Event-Based Control, Communication, and Signal Processing, EBCCSP 2016 - Proceedings",3,1.3248604453834545
"Proceedings of the 7th ACM International Workshop on Massively Multiuser Virtual Environments, MMVE 2015",2,1.3043791759231786
"2014 International Conference on Education Technologies and Computers, ICETC 2014",2,1.3043791759231786
"Autonomous Underwater Vehicles 2016, AUV 2016",2,1.3043791759231786
"Proceedings of 2015 International Conference on Signal Processing, Computing and Control, ISPCC 2015",3,1.3248604453834545
"2016 17th International Conference on Electronic Packaging Technology, ICEPT 2016",3,1.3248604453834545
"NS Ethics 2015 - Proceedings of the 2015 ACM SIGCOMM Workshop on Ethics in Networked Systems Research, part of SIGCOMM 2015",2,1.3043791759231786
"2015 2nd International Conference on eDemocracy and eGovernment, ICEDEG 2015",3,1.3248604453834545
"16th IEEE International Symposium on Object/Component/Service-Oriented Real-Time Distributed Computing, ISORC 2013",6,1.386304253764282
"21st European Concurrent Engineering Conference 2015, ECEC 2015, 11th Future Business Technology Conference, FUBUTEC 2015 and 19th Euromedia Conference, EUROMEDIA 2015",2,1.3043791759231786
"Proceedings - 23rd Austrian Workshop on Microelectronics, Austrochip 2015",1,1.2838979064629026
"3rd International Workshop on Simulation for Energy, Sustainable Development and Environment, SESDE 2015",2,1.3043791759231786
"2015 IEEE Conference on e-Learning, e-Management and e-Services, IC3e 2015",2,1.3043791759231786
"2016 3rd International Conference on Artificial Intelligence and Pattern Recognition, AIPR 2016",2,1.3043791759231786
"SISY 2016 - IEEE 14th International Symposium on Intelligent Systems and Informatics, Proceedings",2,1.3043791759231786
"Proceedings of 2016 Asia-Pacific Conference on Intelligent Robot Systems, ACIRS 2016",2,1.3043791759231786
"Proceedings - 2014 International Conference on Smart Green Technology in Electrical and Information Systems: Towards Greener Globe Through Smart Technology, ICSGTEIS 2014",2,1.3043791759231786
"Proceedings of the 6th ACM Mobile Video Workshop, MoVid 2014",3,1.3248604453834545
"NDT in Progress 2015 - 8th International Workshop of NDT Experts, Proceedings",1,1.2838979064629026
"2015 IEEE Student Conference on Research and Development, SCOReD 2015",3,1.3248604453834545
ICEC 2016 - 28th International Conference on Electric Contacts,2,1.3043791759231786
"13th International Multi-Conference on Systems, Signals and Devices, SSD 2016",3,1.3248604453834545
NICS 2016 - Proceedings of 2016 3rd National Foundation for Science and Technology Development Conference on Information and Computer Science,2,1.3043791759231786
"2014 4th International Conference on Digital Information and Communication Technology and Its Applications, DICTAP 2014",5,1.3658229843040062
"Conference Proceeding - 2014 IEEE International Conference on Power and Energy, PECon 2014",1,1.2838979064629026
"Proceedings - 2015 10th IEEE International Conference on Design and Technology of Integrated Systems in Nanoscale Era, DTIS 2015",5,1.3658229843040062
10th AIAA Multidisciplinary Design Optimization Specialist Conference,5,1.3658229843040062
"INES 2014 - IEEE 18th International Conference on Intelligent Engineering Systems, Proceedings",5,1.3658229843040062
"Proceedings - 2016 10th Brazilian Symposium on Components, Architectures and Reuse Software, SBCARS 2016",2,1.3043791759231786
"Proceedings of the 2015 12th International Conference on Electronics Computer and Computation, ICECCO 2015",2,1.3043791759231786
"International Conference on Space Science and Communication, IconSpace",5,1.3658229843040062
"2016 21st International Conference on Microwave, Radar and Wireless Communications, MIKON 2016",2,1.3043791759231786
"2016 International Smart Grid Workshop and Certificate Program, ISGWCP 2016",1,1.2838979064629026
"2016 1st IEEE International Conference on Computer Communication and the Internet, ICCCI 2016",2,1.3043791759231786
EAN 2015 - 53rd Conference on Experimental Stress Analysis,2,1.3043791759231786
"2014 International Conference on Computational Science and Technology, ICCST 2014",3,1.3248604453834545
CAMX 2016 - Composites and Advanced Materials Expo,2,1.3043791759231786
"Proceedings of HPTCDL 2014: 1st Workshop for High Performance Technical Computing in Dynamic Languages - Held in Conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",1,1.2838979064629026
Society of Petroleum Engineers - SPE/ICoTA Coiled Tubing and Well Intervention Conference and Exhibition,3,1.3248604453834545
"2014 Workshop on Complexity in Engineering, COMPENG 2014",1,1.2838979064629026
"Proceedings - 5th IEEE International Conference on Control System, Computing and Engineering, ICCSCE 2015",3,1.3248604453834545
7th World Congress in Industrial Process Tomography,3,1.3248604453834545
"Proceedings - 2014 IEEE 8th International Symposium on the Maintenance and Evolution of Service-Oriented and Cloud-Based Systems, MESOCA 2014",3,1.3248604453834545
"Proceedings - 2014 International Conference on Virtual Reality and Visualization, ICVRV 2014",2,1.3043791759231786
Proceedings - ASPE 2015 Annual Meeting,2,1.3043791759231786
ECCM 2016 - Proceeding of the 17th European Conference on Composite Materials,2,1.3043791759231786
"Materials Science and Technology Conference and Exhibition 2014, MS and T 2014",4,1.3453417148437303
"2015 International Conference on Information Technology Systems and Innovation, ICITSI 2015 - Proceedings",3,1.3248604453834545
"MobileDeLi 2014 - Proceedings of the 2nd International Workshop on Mobile Development Lifecycle, Part of SPLASH 2014",3,1.3248604453834545
EAN 2016 - 54th International Conference on Experimental Stress Analysis,2,1.3043791759231786
"Proceedings of the 24th Italian Symposium on Advanced Database Systems, SEBD 2016",2,1.3043791759231786
"Proceedings - 2014 European Network Intelligence Conference, ENIC 2014",3,1.3248604453834545
"Advances and Trends in Engineering Sciences and Technologies - Proceedings of the International Conference on Engineering Sciences and Technologies, ESaT 2015",3,1.3248604453834545
"Proceedings - 2014 7th International Conference on Ubi-Media Computing and Workshops, U-MEDIA 2014",4,1.3453417148437303
"2015 International Conference on Microwave, Optical and Communication Engineering, ICMOCE 2015",2,1.3043791759231786
Asia Pacific Conference on Postgraduate Research in Microelectronics and Electronics,6,1.386304253764282
"Proceedings of 2016 International Conference on Electrical and Information Technologies, ICEIT 2016",4,1.3453417148437303
"2015 10th Asia-Pacific Symposium on Information and Telecommunication Technologies, APSITT 2015",3,1.3248604453834545
ICSV 2016 - 23rd International Congress on Sound and Vibration: From Ancient to Modern Acoustics,5,1.3658229843040062
"2016 IEEE/ACIS 17th International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2016",3,1.3248604453834545
"2014 IEEE 12th Symposium on Embedded Systems for Real-Time Multimedia, ESTIMedia 2014",5,1.3658229843040062
"Proceedings of 2015 International Conference on Robotics, Automation, Control and Embedded Systems, RACE 2015",3,1.3248604453834545
"Proceedings - 2015 6th IEEE Control and System Graduate Research Colloquium, ICSGRC 2015",3,1.3248604453834545
"2015 IEEE 12th International Conference on Electronic Measurement and Instruments, ICEMI 2015",2,1.3043791759231786
"Proceedings - 13th International Symposium on Distributed Computing and Applications to Business, Engineering and Science, DCABES 2014",4,1.3453417148437303
"25th International Conference on Information Systems Development, ISD 2016",1,1.2838979064629026
Annual Workshop on Network and Systems Support for Games,9,1.4477480621451098
"Proceedings of the 2015 International Conference on Applied and Theoretical Computing and Communication Technology, iCATccT 2015",2,1.3043791759231786
"Proceedings - 2014 International Conference on Identification, Information and Knowledge in the Internet of Things, IIKI 2014",2,1.3043791759231786
"2014 IEEE 5th Latin American Symposium on Circuits and Systems, LASCAS 2014 - Conference Proceedings",6,1.386304253764282
"ASME 2015 Nuclear Forum, NUCLRF 2015, collocated with the ASME 2015 Power Conference, the ASME 2015 9th International Conference on Energy Sustainability, and the ASME 2015 13th International Conference on Fuel Cell Science, Engineering and Technology",2,1.3043791759231786
"SIGGRAPH Asia 2014 Designing Tools For Crafting Interactive Artifacts, SIGGRAPH ASIA 2014",2,1.3043791759231786
"2015 11th Conference on Lasers and Electro-Optics Pacific Rim, CLEO-PR 2015",3,1.3248604453834545
"ASME 2016 5th International Conference on Micro/Nanoscale Heat and Mass Transfer, MNHMT 2016",2,1.3043791759231786
"2014 19th Symposium on Image, Signal Processing and Artificial Vision, STSIVA 2014",3,1.3248604453834545
"Information Systems Development: Transforming Organisations and Society Through Information Systems - Proceedings of the 23rd International Conference on Information Systems Development, ISD 2014",4,1.3453417148437303
"Proceedings - 2014 Summer Topicals Meeting Series, SUM 2014",4,1.3453417148437303
"BIOINFORMATICS 2015 - 6th International Conference on Bioinformatics Models, Methods and Algorithms, Proceedings; Part of 8th International Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2015",2,1.3043791759231786
"2015 International Conference Oriental COCOSDA - Held jointly with 2015 Conference on Asian Spoken Language Research and Evaluation, O-COCOSDA/CASLRE 2015 - Proceedings",2,1.3043791759231786
"Proceedings of the International Conference on Anti-Counterfeiting, Security and Identification, ASID",6,1.386304253764282
"2014 The 3rd International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2014",3,1.3248604453834545
"22nd Italian Symposium on Advanced Database Systems, SEBD 2014",3,1.3248604453834545
"Proceedings - 2016 9th International Symposium on Computational Intelligence and Design, ISCID 2016",4,1.3453417148437303
"2016 27th Irish Signals and Systems Conference, ISSC 2016",2,1.3043791759231786
"ICACCS 2013 - Proceedings of the 2013 International Conference on Advanced Computing and Communication Systems: Bringing to the Table, Futuristic Technologies from Around the Globe",3,1.3248604453834545
"Proceedings of ESPM2 2015: 1st International Workshop on Extreme Scale Programming Models and Middleware - Held in conjunction with SC 2015: The International Conference for High Performance Computing, Networking, Storage and Analysis",2,1.3043791759231786
Archiving 2015 - Final Program and Proceedings,2,1.3043791759231786
"2015 IEEE 2nd VR Workshop on Sonic Interactions for Virtual Environments, SIVE 2015 - Proceedings",2,1.3043791759231786
"Australasian Corrosion Association Annual Conference: Corrosion and Prevention 2015, ACA 2015",2,1.3043791759231786
"Proceedings of 2014 8th International Conference on Telecommunication Systems Services and Applications, TSSA 2014",4,1.3453417148437303
"2014 International Conference on Development and Application Systems, DAS 2014 - Conference Proceedings",4,1.3453417148437303
Forum on Specification and Design Languages,7,1.406785523224558
"2014 International Conference on Computer Technologies in Physical and Engineering Applications, ICCTPEA 2014 - Proceedings",6,1.386304253764282
"Proceedings of the International Conference on Computer Sciences and Information Technologies, CSIT 2015",4,1.3453417148437303
"Proceedings - 2016 IEEE International Conference on Healthcare Informatics, ICHI 2016",2,1.3043791759231786
ICMT 2015 - International Conference on Military Technologies 2015,5,1.3658229843040062
"2014 IEEE 2nd International Conference on Emerging Electronics: Materials to Devices, ICEE 2014 - Conference Proceedings",2,1.3043791759231786
"ICNSC 2016 - 13th IEEE International Conference on Networking, Sensing and Control",3,1.3248604453834545
DFX 2016: Proceedings of the 27th Symposium Design for X,1,1.2838979064629026
"2016 6th International Conference on IT Convergence and Security, ICITCS 2016",2,1.3043791759231786
